NAME,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
Wilson Gouveia,1.8542,185.0,76.0,Orthodox,1978.0,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2
Todd Gouwenberg,1.8542,205.0,72.0,Orthodox,1974.0,0.52,23.0,2.93,42.0,1.57,33.0,50.0,0.0
Royce Gracie,1.8542,175.0,72.0,Southpaw,1966.0,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8
Ralph Gracie,1.7526,183.0,72.0,Orthodox,1984.0,0.86,37.0,1.72,31.0,0.0,0.0,25.0,4.0
Daniel Gracie,1.8796,225.0,72.0,Orthodox,1984.0,1.9,38.0,1.33,59.0,0.36,100.0,80.0,2.1
Renzo Gracie,1.778,185.0,72.0,Orthodox,1967.0,1.71,41.0,1.67,55.0,1.13,20.0,40.0,0.8
Crosley Gracie,1.7526,190.0,72.0,Orthodox,1979.0,1.69,37.0,1.54,60.0,3.46,85.0,50.0,0.6
Rodrigo Gracie,1.8288,183.0,72.0,Orthodox,1975.0,1.34,51.0,0.86,46.0,1.49,50.0,75.0,0.4
Ryan Gracie,1.7526,200.0,72.0,Orthodox,1974.0,0.82,61.0,0.5,40.0,2.83,75.0,25.0,0.9
Rolles Gracie,1.9304,242.0,72.0,Orthodox,1978.0,2.3,32.0,3.38,55.0,2.3,10.0,0.0,0.0
Ralek Gracie,1.8796,210.0,72.0,Orthodox,1985.0,1.61,46.0,1.05,55.0,2.5,75.0,0.0,1.7
Roger Gracie,1.9304,185.0,79.0,Orthodox,1981.0,1.78,35.0,1.79,61.0,1.87,53.0,60.0,1.9
Igor Gracie,1.8034,170.0,72.0,Orthodox,1980.0,1.86,60.0,0.99,50.0,3.72,50.0,0.0,3.7
Kron Gracie,1.7526,145.0,70.0,Southpaw,1988.0,5.15,41.0,8.13,53.0,0.88,25.0,0.0,0.9
Neiman Gracie,1.8288,170.0,72.0,Orthodox,1984.0,0.77,100.0,0.38,75.0,5.77,100.0,0.0,5.8
Miranda Granger,1.7018,125.0,68.0,Orthodox,1992.0,2.91,48.0,2.64,59.0,0.0,0.0,40.0,0.0
TJ Grant,1.778,155.0,72.0,Orthodox,1984.0,3.95,54.0,3.21,56.0,1.63,43.0,36.0,0.6
Davey Grant,1.7271999999999998,135.0,69.0,Orthodox,1985.0,3.67,48.0,2.32,63.0,2.59,47.0,66.0,0.2
Dwight Grant,1.8542,170.0,76.0,Switch,1984.0,3.39,37.0,2.16,69.0,0.34,100.0,78.0,0.0
Tony Gravely,1.651,135.0,69.0,Orthodox,1991.0,3.69,55.0,3.16,42.0,5.6,51.0,50.0,0.8
Alexa Grasso,1.651,115.0,66.0,Orthodox,1993.0,5.35,42.0,3.76,63.0,0.32,40.0,63.0,0.5
Michael Graves,1.778,170.0,71.0,Orthodox,1991.0,1.25,54.0,1.47,58.0,4.8,52.0,66.0,0.4
Shelton Graves,1.8796,255.0,76.0,Southpaw,1985.0,2.19,69.0,0.81,33.0,4.86,57.0,0.0,0.0
Sam Greco,1.8796,205.0,72.0,Orthodox,1967.0,2.4,75.0,1.33,53.0,0.0,0.0,25.0,1.0
Desmond Green,1.778,155.0,73.0,Southpaw,1989.0,3.7,46.0,2.51,69.0,1.62,50.0,75.0,0.0
Bobby Green,1.778,155.0,71.0,Orthodox,1986.0,5.17,51.0,3.32,63.0,1.56,41.0,72.0,0.3
Maurice Greene,2.0066,258.0,80.0,Orthodox,1986.0,4.12,44.0,4.37,45.0,0.0,0.0,28.0,0.6
Matt Grice,1.7271999999999998,145.0,70.0,Orthodox,1981.0,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5
Max Griffin,1.8034,170.0,76.0,Orthodox,1985.0,4.08,48.0,3.91,56.0,1.73,53.0,66.0,0.5
Jordan Griffin,1.778,145.0,73.0,Southpaw,1990.0,2.6,46.0,3.18,48.0,0.78,23.0,42.0,1.8
Tyson Griffin,1.6764,145.0,68.0,Orthodox,1984.0,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9
Forrest Griffin,1.905,205.0,77.0,Orthodox,1979.0,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7
Chad Griggs,1.8542,205.0,73.0,Orthodox,1978.0,2.67,50.0,2.22,46.0,1.51,66.0,41.0,0.0
Josh Grispi,1.8034,145.0,74.0,Orthodox,1988.0,1.44,41.0,3.71,50.0,1.97,36.0,16.0,2.2
Garrett Gross,1.7526,155.0,72.0,Orthodox,1988.0,2.39,45.0,1.67,46.0,0.0,0.0,52.0,0.0
Maxim Grishin,1.905,220.0,78.0,Orthodox,1984.0,2.08,48.0,1.44,52.0,0.6,100.0,66.0,0.0
Kendall Grove,1.9812,185.0,79.0,Orthodox,1982.0,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7
Chris Gruetzemacher,1.7271999999999998,155.0,68.0,Orthodox,1986.0,7.02,57.0,5.54,55.0,0.0,0.0,62.0,0.0
Mike Grundy,1.7018,145.0,72.0,Orthodox,1987.0,2.15,43.0,4.09,58.0,4.25,38.0,100.0,0.6
Vik Grujic,1.8034,170.0,73.0,Orthodox,1977.0,2.24,48.0,3.39,41.0,1.18,33.0,26.0,0.4
Fabricio Guerreiro,1.778,145.0,72.0,Orthodox,1990.0,1.87,31.0,2.2,67.0,2.0,50.0,0.0,0.0
Jason Guida,1.778,214.0,72.0,Orthodox,1977.0,1.87,40.0,3.33,52.0,1.0,14.0,50.0,1.0
Shannon Gugerty,1.778,155.0,71.0,Orthodox,1981.0,1.25,39.0,1.88,58.0,2.13,27.0,50.0,3.4
Marcelo Guimaraes,1.8288,185.0,73.0,Orthodox,1983.0,4.67,51.0,4.41,62.0,1.99,13.0,0.0,0.0
Leonardo Guimaraes,1.8288,185.0,72.0,Orthodox,1982.0,2.35,56.0,2.99,44.0,0.0,0.0,52.0,1.0
Clay Guida,1.7018,155.0,70.0,Orthodox,1981.0,2.41,33.0,2.52,64.0,3.37,38.0,68.0,0.7
Melvin Guillard,1.7526,155.0,71.0,Orthodox,1983.0,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2
John Gunderson,1.7526,155.0,69.0,Orthodox,1979.0,1.04,27.0,1.71,58.0,1.67,33.0,11.0,2.0
John Gunther,1.7526,155.0,72.0,Orthodox,1985.0,1.65,37.0,3.72,46.0,7.08,42.0,0.0,0.0
Jorge Gurgel,1.7018,155.0,69.0,Orthodox,1977.0,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5
Andre Gusmao,1.8288,205.0,72.0,Orthodox,1977.0,2.79,43.0,3.28,60.0,0.0,0.0,60.0,0.0
Justin Guthrie,1.8542,170.0,72.0,Orthodox,1981.0,0.16,33.0,3.74,14.0,2.44,25.0,0.0,4.9
Alexander Gustafsson,1.9558,205.0,79.0,Orthodox,1987.0,4.02,40.0,3.42,51.0,1.54,39.0,83.0,0.4
Chris Gutierrez,1.7526,145.0,67.0,Orthodox,1991.0,4.23,58.0,2.11,62.0,0.47,50.0,76.0,0.2
Mike Guymon,1.8288,170.0,74.0,Orthodox,1974.0,2.75,65.0,0.79,66.0,1.87,37.0,54.0,1.2
Chelsea Hackett,1.6256,125.0,66.0,Switch,1998.0,2.58,51.0,4.85,46.0,0.0,0.0,57.0,0.0
Yazan Hajeh,1.7526,145.0,72.0,Orthodox,1992.0,1.54,25.0,17.44,44.0,0.0,0.0,100.0,0.0
Damir Hadzovic,1.7526,155.0,70.0,Orthodox,1986.0,2.99,46.0,2.99,66.0,0.68,60.0,39.0,0.2
Tim Hague,1.9304,260.0,76.0,Orthodox,1983.0,2.79,47.0,4.14,46.0,1.72,33.0,85.0,0.9
Kevin Haley,1.8796,205.0,72.0,Orthodox,1984.0,0.87,59.0,0.87,64.0,3.0,100.0,0.0,2.0
Uriah Hall,1.8288,185.0,79.0,Orthodox,1984.0,3.34,51.0,3.54,53.0,0.67,38.0,69.0,0.2
Ryan Hall,1.778,145.0,70.0,Southpaw,1985.0,2.32,43.0,0.96,75.0,0.31,16.0,0.0,0.9
Piotr Hallmann,1.7526,155.0,71.0,Orthodox,1987.0,3.98,45.0,3.17,58.0,2.55,44.0,70.0,0.4
Brandon Halsey,1.8288,185.0,72.0,Orthodox,1986.0,1.74,47.0,0.87,65.0,4.98,53.0,100.0,1.2
Dennis Hallman,1.7526,155.0,72.0,Orthodox,1975.0,1.12,44.0,1.96,43.0,1.79,30.0,25.0,2.1
John Halverson,1.7526,155.0,72.0,Southpaw,1972.0,2.94,43.0,5.29,47.0,0.0,0.0,66.0,2.0
CJ Hamilton,1.7018,125.0,68.0,Switch,1986.0,2.47,31.0,3.93,58.0,0.0,0.0,62.0,0.0
Kazuhiro Hamanaka,1.8288,185.0,72.0,Southpaw,1978.0,1.7,37.0,0.91,60.0,0.0,0.0,50.0,0.0
Seo Hee Ham,1.5748,115.0,62.0,Southpaw,1987.0,4.2,39.0,5.15,61.0,0.0,0.0,66.0,0.2
Anthony Hamilton,1.9558,260.0,76.0,Orthodox,1980.0,3.91,65.0,3.02,45.0,2.62,42.0,78.0,0.0
Jared Hamman,1.905,185.0,75.0,Orthodox,1982.0,5.15,42.0,3.93,55.0,1.57,46.0,30.0,0.0
Matt Hamill,1.8542,205.0,76.0,Orthodox,1976.0,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0
Dean Hancock,1.778,155.0,72.0,Orthodox,1984.0,7.97,63.0,1.94,67.0,1.71,33.0,75.0,1.7
James Hammortree,1.905,185.0,72.0,Orthodox,1983.0,1.93,30.0,4.13,44.0,2.0,50.0,100.0,1.0
Nasrat Haqparast,1.778,155.0,72.0,Southpaw,1995.0,5.63,47.0,3.18,74.0,0.22,25.0,81.0,0.0
Kay Hansen,1.5748,115.0,63.0,Orthodox,1999.0,3.57,59.0,3.03,54.0,2.19,25.0,100.0,1.6
Antoni Hardonk,1.9304,245.0,78.0,Orthodox,1976.0,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9
Dan Hardy,1.8288,170.0,74.0,Orthodox,1982.0,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4
Joachim Hansen,1.7018,150.0,72.0,Southpaw,1979.0,2.01,43.0,2.04,58.0,2.21,58.0,34.0,1.9
Greg Hardy,1.9558,265.0,80.0,Orthodox,1988.0,4.83,50.0,3.12,56.0,0.21,33.0,80.0,0.0
Scott Harper,1.8288,185.0,72.0,Orthodox,1972.0,1.3,54.0,4.98,47.0,3.25,100.0,0.0,0.0
Gerald Harris,1.8034,185.0,77.0,Southpaw,1979.0,1.41,29.0,1.58,62.0,2.96,54.0,72.0,0.0
Phil Harris,1.6256,125.0,65.0,Orthodox,1983.0,2.34,26.0,3.16,68.0,1.76,21.0,60.0,0.0
Dale Hartt,1.778,155.0,69.0,Orthodox,1979.0,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5
Collin Hart,1.8542,185.0,72.0,Orthodox,1989.0,6.33,44.0,7.53,51.0,2.0,16.0,50.0,0.0
Clay Harvison,1.8542,170.0,74.0,Orthodox,1980.0,3.29,48.0,3.91,58.0,0.66,100.0,68.0,1.3
Walt Harris,1.9558,250.0,77.0,Southpaw,1983.0,2.95,38.0,3.43,54.0,0.3,28.0,72.0,0.1
Chris Haseman,1.8034,205.0,72.0,Orthodox,1969.0,0.93,70.0,4.67,28.0,0.0,0.0,40.0,2.0
John Hathaway,1.8542,170.0,75.0,Orthodox,1987.0,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9
Justin Haskins,1.778,170.0,72.0,Orthodox,1979.0,1.51,33.0,2.65,54.0,1.62,40.0,52.0,0.8
Daiki Hata,1.6764,139.0,72.0,Orthodox,1982.0,1.44,39.0,1.42,55.0,0.67,100.0,35.0,0.7
Phillip Hawes,1.8288,185.0,77.0,Orthodox,1989.0,4.14,49.0,4.81,55.0,1.68,14.0,0.0,0.0
Josh Haynes,1.7526,170.0,72.0,Orthodox,1977.0,1.25,22.0,4.03,52.0,0.94,18.0,42.0,0.0
Tommy Hayden,1.7526,145.0,72.0,Southpaw,1986.0,1.48,27.0,2.05,55.0,3.42,33.0,66.0,0.0
Dustin Hazelett,1.8542,170.0,76.0,Orthodox,1986.0,2.24,40.0,3.51,46.0,0.55,50.0,25.0,4.1
Mike Hayes,1.9304,230.0,72.0,Orthodox,1984.0,4.87,55.0,1.47,77.0,0.0,0.0,75.0,4.0
James Head,1.8542,170.0,73.0,Orthodox,1984.0,2.75,48.0,3.11,49.0,0.41,100.0,66.0,0.8
Pat Healy,1.8288,155.0,72.0,Orthodox,1983.0,2.57,36.0,2.57,50.0,3.08,37.0,55.0,1.1
Ryan Healy,1.8542,155.0,72.0,Orthodox,1983.0,1.67,35.0,3.0,38.0,3.0,50.0,40.0,1.0
David Heath,1.8034,205.0,72.0,Orthodox,1976.0,1.48,30.0,5.16,49.0,0.33,50.0,57.0,1.0
Chris Heatherly,1.7526,155.0,72.0,Orthodox,1987.0,1.08,45.0,2.67,52.0,3.39,50.0,100.0,0.7
Jake Hecht,1.8288,170.0,73.0,Orthodox,1984.0,3.26,47.0,2.76,56.0,2.04,37.0,40.0,0.0
Nick Hein,1.6764,155.0,66.0,Southpaw,1984.0,2.65,35.0,3.61,59.0,0.86,33.0,83.0,0.0
Ian Heinisch,1.8034,185.0,72.0,Orthodox,1988.0,3.62,52.0,2.85,59.0,1.16,19.0,62.0,0.5
Marcin Held,1.7526,155.0,71.0,Orthodox,1992.0,1.41,34.0,2.02,47.0,2.46,46.0,37.0,1.3
Benson Henderson,1.7526,170.0,70.0,Southpaw,1983.0,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8
Luis Henrique,1.8796,243.0,74.0,Orthodox,1993.0,1.81,43.0,2.22,47.0,3.09,36.0,50.0,1.0
Johny Hendricks,1.7526,185.0,69.0,Southpaw,1983.0,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3
Diego Henrique da Silva,1.8796,185.0,72.0,Orthodox,1986.0,2.53,57.0,3.27,30.0,0.0,0.0,63.0,0.0
Dan Henderson,1.8034,185.0,74.0,Orthodox,1970.0,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3
Danny Henry,1.8288,145.0,73.0,Orthodox,1988.0,5.2,51.0,4.16,45.0,0.74,33.0,50.0,2.2
TJ Hepburn,1.7018,155.0,72.0,Orthodox,1984.0,0.73,37.0,0.13,81.0,2.0,40.0,60.0,0.0
Dave Herman,1.9304,242.0,77.0,Orthodox,1984.0,4.98,60.0,3.78,48.0,1.49,100.0,58.0,0.0
Jack Hermansson,1.8542,185.0,77.0,Orthodox,1988.0,5.03,44.0,3.46,54.0,1.96,34.0,75.0,0.7
Jai Herbert,1.8542,155.0,77.0,Orthodox,1988.0,1.83,30.0,2.61,48.0,0.0,0.0,33.0,0.0
Ed Herman,1.8542,205.0,77.0,Orthodox,1980.0,3.32,49.0,3.35,43.0,2.21,48.0,60.0,1.2
Anthony Hernandez,1.8288,185.0,75.0,Orthodox,1993.0,5.03,53.0,6.61,44.0,5.27,66.0,85.0,0.9
Alexander Hernandez,1.7526,155.0,72.0,Orthodox,1992.0,3.64,40.0,3.89,54.0,2.08,38.0,57.0,0.0
Chris Herrera,1.778,185.0,72.0,Orthodox,1984.0,2.04,37.0,3.35,48.0,1.8,100.0,100.0,0.0
Nohelin Hernandez,1.778,135.0,71.0,Orthodox,1994.0,1.32,34.0,2.63,52.0,0.71,50.0,37.0,0.0
Alvaro Herrera Mendoza,1.8288,155.0,74.0,Orthodox,1990.0,1.89,38.0,3.4,55.0,0.0,0.0,33.0,1.1
Geane Herrera,1.651,125.0,66.0,Orthodox,1990.0,1.51,31.0,5.07,52.0,0.83,37.0,38.0,0.6
Jimy Hettes,1.7526,145.0,71.0,Southpaw,1987.0,3.47,57.0,3.5,57.0,5.2,44.0,61.0,1.4
Felice Herrig,1.6256,115.0,65.0,Orthodox,1984.0,3.63,36.0,4.84,49.0,1.18,30.0,72.0,0.9
Clint Hester,1.8796,205.0,77.0,Orthodox,1986.0,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0
Heath Herring,1.9304,250.0,78.0,Orthodox,1978.0,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7
Conor Heun,1.778,155.0,72.0,Orthodox,1979.0,2.92,36.0,3.66,54.0,2.45,31.0,33.0,0.3
Marcus Hicks,1.6764,155.0,64.0,Southpaw,1975.0,1.42,43.0,3.06,61.0,2.7,53.0,25.0,4.0
Jay Hieron,1.8288,170.0,75.0,Orthodox,1976.0,1.66,32.0,1.89,61.0,4.05,60.0,66.0,1.0
Corey Hill,1.9304,155.0,80.0,Orthodox,1978.0,3.57,46.0,1.61,70.0,3.02,80.0,100.0,0.0
Jason High,1.7271999999999998,155.0,73.0,Southpaw,1981.0,1.28,42.0,1.56,48.0,2.36,63.0,37.0,2.8
Richie Hightower,1.7271999999999998,170.0,72.0,Orthodox,1974.0,4.62,35.0,6.92,21.0,3.46,100.0,100.0,0.0
Angela Hill,1.6001999999999998,115.0,64.0,Orthodox,1985.0,5.7,49.0,5.16,63.0,0.41,37.0,77.0,0.1
Jamahal Hill,1.9304,205.0,79.0,Southpaw,1991.0,7.9,52.0,3.15,49.0,0.0,0.0,53.0,0.0
Branden Lee Hinkle,1.905,235.0,72.0,Orthodox,1973.0,2.61,69.0,3.91,26.0,4.34,57.0,66.0,4.3
Kailan Hill,1.8542,185.0,77.0,Southpaw,1994.0,2.6,53.0,4.8,37.0,3.0,42.0,0.0,0.0
Kuniyoshi Hironaka,1.778,168.0,70.0,Orthodox,1976.0,1.98,40.0,3.01,54.0,1.91,30.0,25.0,0.6
Hatsu Hioki,1.8034,145.0,73.0,Orthodox,1983.0,2.42,42.0,2.12,65.0,2.55,56.0,54.0,0.6
Mizuto Hirota,1.7018,155.0,67.0,Orthodox,1981.0,3.36,40.0,3.5,54.0,1.36,50.0,58.0,0.1
Matt Hobar,1.778,135.0,70.0,Southpaw,1987.0,3.23,42.0,4.27,52.0,3.66,44.0,50.0,0.0
Kwan Ho Kwak,1.651,135.0,72.0,Switch,1989.0,3.29,41.0,3.45,47.0,0.78,100.0,26.0,0.0
Bobby Hoffman,1.8796,245.0,72.0,Orthodox,1968.0,2.02,70.0,1.32,19.0,1.17,50.0,0.0,1.2
Sam Hoger,1.8796,205.0,72.0,Orthodox,1980.0,1.07,25.0,2.25,57.0,1.12,38.0,29.0,1.3
Andrew Holbrook,1.8034,155.0,70.0,Southpaw,1986.0,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1
Sean Holden,1.778,170.0,72.0,Orthodox,1984.0,2.4,59.0,0.6,59.0,5.0,83.0,0.0,2.0
Kevin Holland,1.905,185.0,81.0,Orthodox,1992.0,4.74,57.0,2.77,56.0,1.19,42.0,52.0,0.8
Chris Holdsworth,1.8034,135.0,72.0,Orthodox,1987.0,1.85,29.0,1.94,58.0,3.38,62.0,100.0,2.0
Gabrielle Holloway,1.6001999999999998,145.0,72.0,Orthodox,1990.0,0.7,42.0,3.07,34.0,3.0,35.0,16.0,1.0
Roger Hollett,1.8034,205.0,72.0,Orthodox,1978.0,1.83,47.0,6.47,34.0,1.0,28.0,30.0,0.0
Holly Holm,1.7271999999999998,135.0,69.0,Southpaw,1981.0,3.16,38.0,2.8,57.0,0.81,30.0,76.0,0.1
Max Holloway,1.8034,145.0,69.0,Orthodox,1991.0,6.47,44.0,4.52,61.0,0.22,83.0,83.0,0.4
Paddy Holohan,1.778,125.0,69.0,Orthodox,1988.0,2.13,46.0,2.81,46.0,2.88,47.0,71.0,1.3
Kurt Holobaugh,1.8034,155.0,70.0,Orthodox,1986.0,4.51,42.0,4.28,46.0,0.97,36.0,45.0,0.7
Sabah Homasi,1.8288,170.0,72.0,Orthodox,1988.0,4.98,48.0,6.91,47.0,2.8,50.0,66.0,0.0
Mark Hominick,1.7271999999999998,145.0,68.0,Orthodox,1982.0,4.08,42.0,4.18,69.0,0.25,66.0,71.0,0.9
Mark Holst,1.8288,155.0,72.0,Orthodox,1985.0,0.25,19.0,1.67,47.0,0.76,100.0,60.0,2.3
Scott Holtzman,1.7526,155.0,69.0,Orthodox,1983.0,4.44,49.0,3.47,54.0,2.16,58.0,66.0,0.2
Chris Honeycutt,1.778,170.0,73.0,Orthodox,1988.0,2.99,44.0,1.41,66.0,3.4,45.0,75.0,0.0
Barb Honchak,1.6256,125.0,65.0,Orthodox,1979.0,4.04,30.0,4.67,66.0,0.0,0.0,0.0,1.3
Dan Hooker,1.8288,155.0,75.0,Switch,1990.0,4.98,48.0,4.89,52.0,0.74,34.0,79.0,0.3
Darrell Horcher,1.778,155.0,70.0,Southpaw,1987.0,2.05,44.0,4.21,39.0,0.35,50.0,47.0,0.7
Chase Hooper,1.8542,145.0,74.0,Southpaw,1999.0,4.43,45.0,3.95,38.0,0.32,7.0,66.0,2.2
Kyoji Horiguchi,1.651,125.0,66.0,Orthodox,1990.0,3.6,45.0,2.45,62.0,2.0,44.0,55.0,0.0
Chris Horodecki,1.7526,155.0,69.0,Orthodox,1987.0,4.59,41.0,3.16,65.0,1.52,55.0,37.0,0.9
Matt Horwich,1.8542,185.0,72.0,Orthodox,1978.0,1.11,62.0,2.16,38.0,0.33,9.0,28.0,2.7
John Hosman,1.778,135.0,72.0,Southpaw,1980.0,1.11,38.0,1.52,45.0,0.0,0.0,46.0,0.0
Jeremy Horn,1.8542,185.0,74.0,Orthodox,1975.0,1.19,39.0,1.99,55.0,1.83,38.0,29.0,1.1
Jeff Hougland,1.7018,135.0,68.0,Orthodox,1978.0,1.86,48.0,3.46,47.0,0.86,18.0,0.0,1.1
Brian Houston,1.8796,185.0,72.0,Orthodox,1981.0,1.9,35.0,3.67,53.0,0.95,100.0,87.0,0.0
Shane Howell,1.7271999999999998,125.0,72.0,Orthodox,1983.0,1.27,32.0,2.55,42.0,0.0,0.0,20.0,0.0
John Howard,1.7018,170.0,72.0,Orthodox,1983.0,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4
Carlos Huachin,1.6256,135.0,67.0,Southpaw,1996.0,2.1,21.0,4.8,50.0,0.0,0.0,66.0,0.0
Austin Hubbard,1.778,155.0,71.0,Orthodox,1991.0,3.45,48.0,2.58,58.0,0.76,60.0,53.0,0.0
Collin Huckbody,1.905,185.0,76.0,Orthodox,1994.0,2.05,60.0,2.73,42.0,10.23,100.0,0.0,20.4
Mark Hughes,1.7526,205.0,72.0,Southpaw,1973.0,0.9,47.0,0.4,42.0,3.0,50.0,0.0,4.5
Jeff Hughes,1.8796,250.0,77.0,Orthodox,1988.0,3.95,51.0,3.67,60.0,0.71,50.0,45.0,0.0
Roger Huerta,1.7526,155.0,70.0,Orthodox,1983.0,3.64,36.0,2.33,56.0,2.13,46.0,52.0,0.5
Matt Hughes,1.7526,170.0,73.0,Switch,1973.0,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2
Abongo Humphrey,1.8034,205.0,72.0,Orthodox,1984.0,1.45,40.0,3.83,46.0,1.41,37.0,33.0,3.8
Mark Hunt,1.778,265.0,72.0,Orthodox,1974.0,2.81,43.0,2.9,51.0,0.51,55.0,64.0,0.2
Al Iaquinta,1.778,155.0,70.0,Orthodox,1987.0,4.06,40.0,4.44,61.0,0.64,18.0,74.0,0.2
Khadis Ibragimov,1.905,205.0,78.0,Orthodox,1995.0,3.55,49.0,4.26,47.0,0.97,30.0,80.0,0.3
Solomon Hutcherson,1.8034,185.0,72.0,Southpaw,1972.0,2.59,39.0,2.59,64.0,3.53,100.0,0.0,0.0
Dan Ige,1.7018,145.0,71.0,Orthodox,1991.0,3.96,46.0,3.36,58.0,1.69,27.0,59.0,0.5
Fabiano Iha,1.7271999999999998,155.0,72.0,Orthodox,1970.0,1.73,47.0,2.49,42.0,2.88,40.0,50.0,2.9
Mikhail Iloukhine,1.7526,205.0,72.0,Orthodox,1966.0,0.16,20.0,2.95,26.0,0.0,0.0,0.0,7.0
Zelim Imadaev,1.8288,170.0,76.0,Orthodox,1995.0,2.91,36.0,4.35,43.0,0.38,50.0,60.0,0.0
Seichi Ikemoto,1.8034,168.0,72.0,Orthodox,1975.0,2.59,32.0,3.74,57.0,1.23,26.0,60.0,0.0
Yusuke Imamura,1.7271999999999998,220.0,72.0,Orthodox,1984.0,0.18,50.0,1.83,52.0,2.75,50.0,0.0,0.0
Masakazu Imanari,1.6256,139.0,72.0,Southpaw,1976.0,0.55,30.0,1.74,57.0,0.0,0.0,0.0,2.1
Nassourdine Imavov,1.905,185.0,75.0,Orthodox,1995.0,4.53,61.0,2.0,69.0,1.0,12.0,100.0,4.0
Brad Imes,2.0066,265.0,72.0,Orthodox,1977.0,2.73,31.0,4.24,49.0,1.72,71.0,0.0,1.0
Chris Indich,1.778,170.0,72.0,Orthodox,1987.0,1.31,30.0,4.32,43.0,0.75,50.0,50.0,1.5
Enson Inoue,1.778,210.0,72.0,Orthodox,1967.0,1.7,63.0,1.88,30.0,0.0,0.0,33.0,0.0
Katsuya Inoue,1.7526,168.0,72.0,Southpaw,1979.0,3.41,24.0,12.89,51.0,0.0,0.0,66.0,0.0
Guto Inocente,1.905,205.0,72.0,Orthodox,1986.0,4.13,66.0,2.92,54.0,0.67,33.0,66.0,0.7
Naoki Inoue,1.7526,125.0,71.0,Orthodox,1997.0,3.67,35.0,3.37,60.0,0.0,0.0,60.0,2.5
Inoue Mizuki,1.6001999999999998,125.0,65.0,Orthodox,1994.0,5.0,50.0,6.87,48.0,0.0,0.0,66.0,0.0
Jason Ireland,1.7526,161.0,72.0,Southpaw,1979.0,1.2,25.0,2.07,51.0,3.59,75.0,0.0,1.2
Eric Irvin,1.7271999999999998,155.0,72.0,Orthodox,1986.0,3.27,42.0,4.47,36.0,4.0,30.0,33.0,0.0
Teruto Ishihara,1.7018,135.0,69.0,Southpaw,1991.0,3.26,44.0,3.63,53.0,0.5,16.0,30.0,0.0
James Irvin,1.8796,205.0,75.0,Orthodox,1978.0,2.03,48.0,3.86,35.0,0.0,0.0,36.0,0.5
Mitsuhiro Ishida,1.6764,154.0,72.0,Southpaw,1978.0,1.46,41.0,1.13,61.0,4.76,53.0,33.0,0.7
Satoshi Ishii,1.8034,240.0,72.0,Orthodox,1986.0,1.41,36.0,1.58,63.0,3.47,52.0,100.0,1.6
Tokimitsu Ishizawa,1.8288,185.0,72.0,Orthodox,1968.0,1.34,30.0,2.99,59.0,2.74,18.0,0.0,0.0
Eiji Ishikawa,1.778,170.0,72.0,Orthodox,1979.0,1.2,29.0,4.07,60.0,1.0,9.0,0.0,0.0
Damir Ismagulov,1.7526,155.0,70.0,Orthodox,1991.0,3.76,43.0,1.87,69.0,1.67,31.0,100.0,0.0
Wallid Ismail,1.7018,205.0,72.0,Orthodox,1968.0,0.92,31.0,0.83,44.0,1.85,28.0,0.0,0.5
Leandro Issa,1.7018,135.0,69.0,Orthodox,1983.0,2.08,37.0,3.17,58.0,2.38,22.0,50.0,1.2
Anthony Ivy,1.8796,185.0,74.0,Orthodox,1990.0,2.5,42.0,4.57,51.0,4.69,20.0,100.0,0.0
Blagoy Ivanov,1.8034,250.0,73.0,Southpaw,1986.0,3.32,40.0,4.15,54.0,1.06,54.0,75.0,0.2
Yoislandy Izquierdo,1.8034,155.0,72.0,Southpaw,1984.0,2.93,52.0,1.4,26.0,0.0,0.0,50.0,0.0
Hiroshi Izumi,1.778,205.0,72.0,Orthodox,1982.0,1.95,37.0,2.65,66.0,3.35,70.0,100.0,0.5
Yves Jabouin,1.7018,135.0,68.0,Orthodox,1979.0,3.06,41.0,2.93,62.0,1.94,60.0,82.0,0.1
Quinton Jackson,1.8542,205.0,73.0,Orthodox,1978.0,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1
